esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3923
Scenario File Name: .\resources\xosc/./hcis_12.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
350, 2.646000, Ego, 0, 12.610259, 0.029118, 6.129282, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 92.518745, -213.621991, 0.000000, 11.951476, -4.027063, 0.000000, -0.160034, 1.571221, 0.000000, 96.952611, -4.724374, -2, 0.000000, 5.959025, 0.147067, 0.000000, 0.016668, 0.000000, -0.000020, , Agent1, 1, 11.111111, 0.006529, 2.318590, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.345808, -220.946228, 0.000000, 10.511586, -3.631427, 0.000000, 1.114089, -0.066214, 0.000000, 119.031721, -4.674073, -2, 0.000000, 5.950616, 0.023091, 0.000000, 0.008645, 0.000000, 0.000250, , 
351, 2.655000, Ego, 0, 12.604128, 0.024618, 0.170203, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 92.626323, -213.658083, 0.000000, 11.953111, -4.010117, 0.000000, 0.181661, 1.882929, 0.000000, 97.066059, -4.722430, -2, 0.000000, 5.959556, 0.058961, 0.000000, 0.017199, 0.000000, 0.000014, , Agent1, 1, 11.111111, 0.002029, 2.604304, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.440312, -220.978876, 0.000000, 10.500405, -3.627563, 0.000000, -1.242320, 0.429320, 0.000000, 119.131604, -4.673216, -2, 0.000000, 5.950513, -0.011427, 0.000000, 0.008521, 0.000000, 0.000167, , 
352, 2.665000, Ego, 0, 12.597401, 0.019618, 0.530129, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 92.745769, -213.698159, 0.000000, 11.944658, -4.007638, 0.000000, -0.845287, 0.247842, 0.000000, 97.192025, -4.720274, -2, 0.000000, 5.959405, -0.015020, 0.000000, 0.017047, 0.000000, 0.000007, , Agent1, 1, 11.111111, -0.001881, 2.921765, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.545310, -221.015159, 0.000000, 10.499871, -3.628341, 0.000000, -0.053431, -0.077782, 0.000000, 119.242629, -4.672275, -2, 0.000000, 5.950447, -0.006651, 0.000000, 0.008441, 0.000000, 0.000074, , 
353, 2.675000, Ego, 0, 12.590701, 0.014618, 0.889863, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 92.865148, -213.738226, 0.000000, 11.937871, -4.006734, 0.000000, -0.678698, 0.090463, 0.000000, 97.317927, -4.718132, -2, 0.000000, 5.959348, -0.005759, 0.000000, 0.016989, 0.000000, 0.000001, , Agent1, 1, 11.111111, -0.000457, 3.239225, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.650308, -221.051446, 0.000000, 10.499729, -3.628734, 0.000000, -0.014180, -0.039371, 0.000000, 119.353702, -4.671339, -2, 0.000000, 5.950431, -0.001618, 0.000000, 0.008422, 0.000000, -0.000019, , 
354, 2.682000, Ego, 0, 12.585912, 0.011118, 1.141582, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 92.948681, -213.766264, 0.000000, 11.933357, -4.005445, 0.000000, -0.644962, 0.184130, 0.000000, 97.406029, -4.716635, -2, 0.000000, 5.959362, 0.002102, 0.000000, 0.017004, 0.000000, -0.000004, , Agent1, 1, 11.111111, 0.000754, 3.461447, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.723811, -221.076849, 0.000000, 10.500436, -3.628902, 0.000000, 0.100908, -0.023981, 0.000000, 119.431486, -4.670683, -2, 0.000000, 5.950449, 0.002666, 0.000000, 0.008445, 0.000000, -0.000084, , 
355, 2.691000, Ego, 0, 12.579876, 0.006618, 1.465064, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.056031, -213.802291, 0.000000, 11.927757, -4.002928, 0.000000, -0.622196, 0.279664, 0.000000, 97.519250, -4.714705, -2, 0.000000, 5.959448, 0.009492, 0.000000, 0.017090, 0.000000, -0.000010, , Agent1, 1, 11.111111, 0.001895, 3.747162, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.818312, -221.109504, 0.000000, 10.500133, -3.628314, 0.000000, -0.033632, 0.065291, 0.000000, 119.531526, -4.669835, -2, 0.000000, 5.950510, 0.006702, 0.000000, 0.008517, 0.000000, -0.000168, , 
356, 2.701000, Ego, 0, 12.573255, 0.004561, 1.824300, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.175251, -213.842283, 0.000000, 11.922020, -3.999238, 0.000000, -0.573723, 0.368983, 0.000000, 97.644988, -4.712546, -2, 0.000000, 5.959630, 0.018255, 0.000000, 0.017275, 0.000000, -0.000016, , Agent1, 1, 11.111111, 0.003252, 4.064622, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 113.923314, -221.145776, 0.000000, 10.500242, -3.627289, 0.000000, 0.010910, 0.102542, 0.000000, 119.642724, -4.668881, -2, 0.000000, 5.950625, 0.011500, 0.000000, 0.008656, 0.000000, -0.000261, , 
357, 2.711000, Ego, 0, 12.566662, 0.006866, 2.183347, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.294419, -213.882227, 0.000000, 11.916732, -3.994427, 0.000000, -0.528780, 0.481124, 0.000000, 97.770664, -4.710358, -2, 0.000000, 5.959905, 0.027466, 0.000000, 0.017552, 0.000000, -0.000023, , Agent1, 1, 11.111111, 0.004681, 4.382082, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.028322, -221.182034, 0.000000, 10.500780, -3.625780, 0.000000, 0.053786, 0.150949, 0.000000, 119.753970, -4.667908, -2, 0.000000, 5.950790, 0.016557, 0.000000, 0.008856, 0.000000, -0.000353, , 
358, 2.722000, Ego, 0, 12.559505, 0.009286, 2.578075, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.425444, -213.926097, 0.000000, 11.911357, -3.988115, 0.000000, -0.488582, 0.573794, 0.000000, 97.908834, -4.707906, -2, 0.000000, 5.960313, 0.037122, 0.000000, 0.017964, 0.000000, -0.000030, , Agent1, 1, 11.111111, 0.006185, 4.731289, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.143837, -221.221893, 0.000000, 10.501323, -3.623539, 0.000000, 0.049370, 0.203726, 0.000000, 119.876394, -4.666806, -2, 0.000000, 5.951031, 0.021873, 0.000000, 0.009146, 0.000000, -0.000456, , 
359, 2.730000, Ego, 0, 12.554187, 0.011249, 2.865028, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.520707, -213.957951, 0.000000, 11.907955, -3.981782, 0.000000, -0.425325, 0.791602, 0.000000, 98.009282, -4.706083, -2, 0.000000, 5.960673, 0.044951, 0.000000, 0.018326, 0.000000, 0.000024, , Agent1, 1, 11.111111, 0.007547, 4.985257, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.227860, -221.250864, 0.000000, 10.502881, -3.621328, 0.000000, 0.194697, 0.276288, 0.000000, 119.965473, -4.665980, -2, 0.000000, 5.951244, 0.026692, 0.000000, 0.009404, 0.000000, -0.000530, , 
360, 2.738000, Ego, 0, 12.548888, 0.008198, 3.151859, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.615941, -213.989762, 0.000000, 11.904250, -3.976366, 0.000000, -0.463154, 0.677056, 0.000000, 98.109661, -4.704230, -2, 0.000000, 5.960935, 0.032748, 0.000000, 0.018586, 0.000000, 0.000017, , Agent1, 1, 11.111111, 0.003547, 5.239225, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.312096, -221.279894, 0.000000, 10.529562, -3.628775, 0.000000, 3.335196, -0.930844, 0.000000, 120.054582, -4.665136, -2, 0.000000, 5.951288, 0.005460, 0.000000, 0.009452, 0.000000, 0.000208, , 
361, 2.744000, Ego, 0, 12.544859, 0.005570, 3.366914, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.687349, -214.013599, 0.000000, 11.901297, -3.972803, 0.000000, -0.492033, 0.593694, 0.000000, 98.184925, -4.702826, -2, 0.000000, 5.961068, 0.022240, 0.000000, 0.018718, 0.000000, 0.000011, , Agent1, 1, 11.111111, 0.000547, 5.429701, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.375119, -221.301617, 0.000000, 10.503844, -3.620506, 0.000000, -4.286410, 1.378116, 0.000000, 120.121184, -4.664509, -2, 0.000000, 5.951239, -0.008135, 0.000000, 0.009391, 0.000000, 0.000158, , 
362, 2.751000, Ego, 0, 12.540212, 0.003129, 3.617718, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.770630, -214.041389, 0.000000, 11.897334, -3.969992, 0.000000, -0.566227, 0.401660, 0.000000, 98.272701, -4.701178, -2, 0.000000, 5.961156, 0.012491, 0.000000, 0.018805, 0.000000, 0.000004, , Agent1, 1, 11.111111, -0.001626, 5.651923, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.448644, -221.326963, 0.000000, 10.503479, -3.620880, 0.000000, -0.052076, -0.053402, 0.000000, 120.198904, -4.663781, -2, 0.000000, 5.951199, -0.005751, 0.000000, 0.009340, 0.000000, 0.000100, , 
363, 2.758000, Ego, 0, 12.535579, 0.000502, 3.868430, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.853882, -214.069164, 0.000000, 11.893154, -3.967919, 0.000000, -0.597178, 0.296131, 0.000000, 98.360449, -4.699527, -2, 0.000000, 5.961170, 0.002003, 0.000000, 0.018819, 0.000000, -0.000002, , Agent1, 1, 11.111111, -0.000900, 5.874146, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.522167, -221.352311, 0.000000, 10.503371, -3.621180, 0.000000, -0.015399, -0.042855, 0.000000, 120.276646, -4.663056, -2, 0.000000, 5.951177, -0.003182, 0.000000, 0.009313, 0.000000, 0.000041, , 
364, 2.765000, Ego, 0, 12.530961, -0.002125, 4.119049, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 93.937103, -214.096931, 0.000000, 11.888680, -3.966718, 0.000000, -0.639119, 0.171578, 0.000000, 98.448166, -4.697878, -2, 0.000000, 5.961111, -0.008475, 0.000000, 0.018760, 0.000000, -0.000009, , Agent1, 1, 11.111111, -0.000173, 6.096368, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.595691, -221.377660, 0.000000, 10.503331, -3.621292, 0.000000, -0.005789, -0.016003, 0.000000, 120.354409, -4.662333, -2, 0.000000, 5.951172, -0.000610, 0.000000, 0.009307, 0.000000, -0.000018, , 
365, 2.772000, Ego, 0, 12.526357, -0.004751, 4.369576, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.020291, -214.124696, 0.000000, 11.883913, -3.966387, 0.000000, -0.680969, 0.047276, 0.000000, 98.535854, -4.696238, -2, 0.000000, 5.960978, -0.018942, 0.000000, 0.018629, 0.000000, -0.000015, , Agent1, 1, 11.111111, 0.000555, 0.035405, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.669214, -221.403009, 0.000000, 10.503358, -3.621216, 0.000000, 0.003839, 0.010899, 0.000000, 120.432193, -4.661608, -2, 0.000000, 5.951186, 0.001963, 0.000000, 0.009325, 0.000000, -0.000076, , 
366, 2.780000, Ego, 0, 12.521158, -0.007563, 4.655774, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.115316, -214.156431, 0.000000, 11.878183, -3.966909, 0.000000, -0.716206, -0.065219, 0.000000, 98.636031, -4.694383, -2, 0.000000, 5.960737, -0.030144, 0.000000, 0.018389, 0.000000, -0.000023, , Agent1, 1, 11.111111, 0.001335, 0.289373, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.753240, -221.431976, 0.000000, 10.503257, -3.620852, 0.000000, -0.012585, 0.045535, 0.000000, 120.521114, -4.660777, -2, 0.000000, 5.951224, 0.004722, 0.000000, 0.009372, 0.000000, -0.000143, , 
367, 2.791000, Ego, 0, 12.514227, -0.011124, 5.049078, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.245887, -214.200089, 0.000000, 11.870038, -3.968891, 0.000000, -0.740498, -0.180255, 0.000000, 98.773702, -4.691883, -2, 0.000000, 5.960249, -0.044313, 0.000000, 0.017906, 0.000000, -0.000033, , Agent1, 1, 11.111111, 0.002324, 0.638579, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.868772, -221.471795, 0.000000, 10.502887, -3.619950, 0.000000, -0.033620, 0.081976, 0.000000, 120.643418, -4.659624, -2, 0.000000, 5.951314, 0.008221, 0.000000, 0.009486, 0.000000, -0.000236, , 
368, 2.800000, Ego, 0, 12.508477, -0.014872, 5.370725, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.352649, -214.235847, 0.000000, 11.862487, -3.973152, 0.000000, -0.838971, -0.473367, 0.000000, 98.886296, -4.689895, -2, 0.000000, 5.959717, -0.059215, 0.000000, 0.017377, 0.000000, -0.000042, , Agent1, 1, 11.111111, 0.003367, 0.924294, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 114.963305, -221.504366, 0.000000, 10.503686, -3.619005, 0.000000, 0.088762, 0.105015, 0.000000, 120.743528, -4.658668, -2, 0.000000, 5.951422, 0.011908, 0.000000, 0.009621, 0.000000, -0.000311, , 
369, 2.808000, Ego, 0, 12.503341, -0.018057, 5.656516, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.447491, -214.267672, 0.000000, 11.855321, -3.978076, 0.000000, -0.895695, -0.615563, 0.000000, 98.986343, -4.688185, -2, 0.000000, 5.959142, -0.071865, 0.000000, 0.016807, 0.000000, -0.000049, , Agent1, 1, 11.111111, 0.004254, 1.178262, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.047340, -221.533309, 0.000000, 10.504332, -3.617844, 0.000000, 0.080708, 0.145052, 0.000000, 120.832546, -4.657805, -2, 0.000000, 5.951542, 0.015045, 0.000000, 0.009772, 0.000000, -0.000378, , 
370, 2.818000, Ego, 0, 12.497060, -0.013057, 6.013574, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.565896, -214.307408, 0.000000, 11.840413, -3.973596, 0.000000, -1.490893, 0.447996, 0.000000, 99.111342, -4.686052, -2, 0.000000, 5.959737, 0.059572, 0.000000, 0.017428, 0.000000, -0.000177, , Agent1, 1, 11.111111, 0.005194, 1.495722, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.152385, -221.569470, 0.000000, 10.504500, -3.616084, 0.000000, 0.016796, 0.175982, 0.000000, 120.943853, -4.656705, -2, 0.000000, 5.951726, 0.018370, 0.000000, 0.010002, 0.000000, -0.000462, , 
371, 2.828000, Ego, 0, 12.490807, -0.008057, 0.087269, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.684383, -214.347093, 0.000000, 11.848766, -3.968551, 0.000000, 0.835361, 0.504485, 0.000000, 99.236354, -4.683841, -2, 0.000000, 5.960177, 0.043996, 0.000000, 0.017884, 0.000000, -0.000077, , Agent1, 1, 11.111111, 0.002172, 1.813183, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.257617, -221.605677, 0.000000, 10.523263, -3.620731, 0.000000, 1.876323, -0.464658, 0.000000, 121.055204, -4.655582, -2, 0.000000, 5.951802, 0.007680, 0.000000, 0.010093, 0.000000, 0.000186, , 
372, 2.834000, Ego, 0, 12.486931, -0.005057, 0.301331, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.755453, -214.370878, 0.000000, 11.844992, -3.964071, 0.000000, -0.629011, 0.746723, 0.000000, 99.311303, -4.682496, -2, 0.000000, 5.960276, 0.016413, 0.000000, 0.017986, 0.000000, -0.000017, , Agent1, 1, 11.111111, -0.000828, 2.003659, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.320653, -221.627368, 0.000000, 10.505941, -3.615069, 0.000000, -2.886957, 0.943649, 0.000000, 121.121813, -4.654911, -2, 0.000000, 5.951772, -0.005116, 0.000000, 0.010051, 0.000000, 0.000141, , 
373, 2.843000, Ego, 0, 12.481290, -0.002362, 0.622278, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.862018, -214.406539, 0.000000, 11.840528, -3.962399, 0.000000, -0.496001, 0.185836, 0.000000, 99.423643, -4.680477, -2, 0.000000, 5.960191, -0.009383, 0.000000, 0.017898, 0.000000, 0.000074, , Agent1, 1, 11.111111, -0.000957, 2.289373, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.415201, -221.659904, 0.000000, 10.505285, -3.615181, 0.000000, -0.072951, -0.012480, 0.000000, 121.221748, -4.653909, -2, 0.000000, 5.951741, -0.003383, 0.000000, 0.010010, 0.000000, 0.000073, , 
374, 2.853000, Ego, 0, 12.475103, -0.007362, 0.978710, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 94.980357, -214.446174, 0.000000, 11.833867, -3.963519, 0.000000, -0.666138, -0.112030, 0.000000, 99.548351, -4.678269, -2, 0.000000, 5.959772, -0.041978, 0.000000, 0.017463, 0.000000, 0.000174, , Agent1, 1, 11.111111, -0.000336, 2.606833, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.520251, -221.696057, 0.000000, 10.505033, -3.615309, 0.000000, -0.025157, -0.012731, 0.000000, 121.332821, -4.652798, -2, 0.000000, 5.951729, -0.001187, 0.000000, 0.009994, 0.000000, -0.000001, , 
375, 2.863000, Ego, 0, 12.468943, -0.012362, 1.334965, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.098612, -214.485860, 0.000000, 11.825516, -3.968594, 0.000000, -0.835037, -0.507539, 0.000000, 99.672939, -4.676139, -2, 0.000000, 5.959010, -0.076194, 0.000000, 0.016673, 0.000000, 0.000274, , Agent1, 1, 11.111111, 0.000319, 2.924294, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.625301, -221.732210, 0.000000, 10.505045, -3.615275, 0.000000, 0.001145, 0.003344, 0.000000, 121.443933, -4.651687, -2, 0.000000, 5.951741, 0.001127, 0.000000, 0.010010, 0.000000, -0.000076, , 
376, 2.870000, Ego, 0, 12.464528, -0.015862, 1.584256, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.181333, -214.513692, 0.000000, 11.817285, -3.975949, 0.000000, -1.175960, -1.050610, 0.000000, 99.760079, -4.674718, -2, 0.000000, 5.958273, -0.105203, 0.000000, 0.015910, 0.000000, 0.000344, , Agent1, 1, 11.111111, 0.000876, 3.146516, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.698841, -221.757517, 0.000000, 10.505669, -3.615250, 0.000000, 0.089249, 0.003571, 0.000000, 121.521738, -4.650907, -2, 0.000000, 5.951762, 0.003097, 0.000000, 0.010040, 0.000000, -0.000129, , 
377, 2.880000, Ego, 0, 12.458415, -0.020862, 1.940211, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.299413, -214.553556, 0.000000, 11.808018, -3.986358, 0.000000, -0.926694, -1.040917, 0.000000, 99.884464, -4.672821, -2, 0.000000, 5.956932, -0.134139, 0.000000, 0.014520, 0.000000, 0.000444, , Agent1, 1, 11.111111, 0.001433, 3.463976, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.803894, -221.793663, 0.000000, 10.505264, -3.614662, 0.000000, -0.040530, 0.058815, 0.000000, 121.632915, -4.649787, -2, 0.000000, 5.951813, 0.005067, 0.000000, 0.010109, 0.000000, -0.000203, , 
378, 2.891000, Ego, 0, 12.451785, -0.026362, 2.331553, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.429084, -214.597557, 0.000000, 11.788294, -4.000171, 0.000000, -1.793076, -1.255721, 0.000000, 100.021150, -4.670959, -2, 0.000000, 5.955526, -0.127766, 0.000000, 0.013065, 0.000000, -0.000293, , Agent1, 1, 11.111111, 0.002122, 3.813183, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 115.919452, -221.833416, 0.000000, 10.505344, -3.613867, 0.000000, 0.007242, 0.072250, 0.000000, 121.755253, -4.648544, -2, 0.000000, 5.951896, 0.007504, 0.000000, 0.010221, 0.000000, -0.000286, , 
379, 2.902000, Ego, 0, 12.445187, -0.020862, 2.722687, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.558767, -214.641579, 0.000000, 11.789362, -4.001956, 0.000000, 0.097068, -0.162265, 0.000000, 100.158235, -4.669112, -2, 0.000000, 5.956250, 0.065756, 0.000000, 0.013820, 0.000000, -0.000164, , Agent1, 1, 11.111111, 0.002844, 4.162389, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.035015, -221.873157, 0.000000, 10.505722, -3.612815, 0.000000, 0.034359, 0.095712, 0.000000, 121.877638, -4.647284, -2, 0.000000, 5.952006, 0.010060, 0.000000, 0.010372, 0.000000, -0.000368, , 
380, 2.910000, Ego, 0, 12.440271, -0.016862, 3.007036, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.653053, -214.673535, 0.000000, 11.785701, -3.994484, 0.000000, -0.457609, 0.933985, 0.000000, 100.257833, -4.667719, -2, 0.000000, 5.956520, 0.033793, 0.000000, 0.014102, 0.000000, -0.000070, , Agent1, 1, 11.111111, 0.003469, 4.416357, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.119069, -221.902052, 0.000000, 10.506681, -3.611862, 0.000000, 0.119867, 0.119104, 0.000000, 121.966679, -4.646355, -2, 0.000000, 5.952104, 0.012270, 0.000000, 0.010505, 0.000000, -0.000428, , 
381, 2.920000, Ego, 0, 12.434265, -0.011862, 3.362301, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.770866, -214.713444, 0.000000, 11.781301, -3.990940, 0.000000, -0.439926, 0.354399, 0.000000, 100.382216, -4.665959, -2, 0.000000, 5.956556, 0.003606, 0.000000, 0.014139, 0.000000, 0.000047, , Agent1, 1, 11.111111, 0.000695, 4.733817, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.224361, -221.938241, 0.000000, 10.529180, -3.618887, 0.000000, 2.249923, -0.702487, 0.000000, 122.078012, -4.645182, -2, 0.000000, 5.952129, 0.002459, 0.000000, 0.010530, 0.000000, 0.000150, , 
382, 2.932000, Ego, 0, 12.427225, -0.008387, 3.788377, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 95.912160, -214.761336, 0.000000, 11.774530, -3.990972, 0.000000, -0.564319, -0.002708, 0.000000, 100.531310, -4.663876, -2, 0.000000, 5.956158, -0.033177, 0.000000, 0.013724, 0.000000, 0.000188, , Agent1, 1, 11.111111, -0.000457, 5.114770, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.350437, -221.981576, 0.000000, 10.506367, -3.611292, 0.000000, -1.901034, 0.632888, 0.000000, 122.211252, -4.643781, -2, 0.000000, 5.952110, -0.001618, 0.000000, 0.010495, 0.000000, 0.000071, , 
383, 2.942000, Ego, 0, 12.421271, -0.013387, 4.143271, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 96.029819, -214.801291, 0.000000, 11.765873, -3.995493, 0.000000, -0.865689, -0.452095, 0.000000, 100.655414, -4.662214, -2, 0.000000, 5.955460, -0.069840, 0.000000, 0.012995, 0.000000, 0.000305, , Agent1, 1, 11.111111, -0.000164, 5.432230, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.455504, -222.017691, 0.000000, 10.506654, -3.611493, 0.000000, 0.028700, -0.020128, 0.000000, 122.322327, -4.642616, -2, 0.000000, 5.952104, -0.000582, 0.000000, 0.010485, 0.000000, 0.000005, , 
384, 2.951000, Ego, 0, 12.415883, -0.017887, 4.462536, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 96.135632, -214.837320, 0.000000, 11.757049, -4.003203, 0.000000, -0.980436, -0.856668, 0.000000, 100.766998, -4.660815, -2, 0.000000, 5.954547, -0.101405, 0.000000, 0.012042, 0.000000, 0.000411, , Agent1, 1, 11.111111, 0.000089, 5.717944, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.550065, -222.050195, 0.000000, 10.506821, -3.611531, 0.000000, 0.018496, -0.004144, 0.000000, 122.422325, -4.641567, -2, 0.000000, 5.952107, 0.000314, 0.000000, 0.010491, 0.000000, -0.000054, , 
385, 2.962000, Ego, 0, 12.409452, -0.023387, 4.852547, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 96.264845, -214.881488, 0.000000, 11.746651, -4.015257, 0.000000, -0.945237, -1.095836, 0.000000, 100.903241, -4.659275, -2, 0.000000, 5.953067, -0.134534, 0.000000, 0.010497, 0.000000, 0.000539, , Agent1, 1, 11.111111, 0.000356, 6.067151, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 116.665637, -222.089919, 0.000000, 10.506542, -3.611303, 0.000000, -0.025318, 0.020690, 0.000000, 122.544578, -4.640284, -2, 0.000000, 5.952120, 0.001258, 0.000000, 0.010516, 0.000000, -0.000127, , 
